Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,CareerGrowthScore,PromotionDelayCategory,TrainingNeedIndicator,CareerStage,HighPromotionGap,CareerCluster,PC1,PC2,HC_Cluster,CareerClusterName
34,0,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,No,11,3,4,0,5,3,2,3,2,0,2,0.0,0.6666666666666666,1.0,0.6666666666666666,11.1,Recent,0,Mid,0,0,-1.2805769821888433,0.19636011274263235,2,Fast-track Performers
29,0,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,No,14,3,4,2,8,2,2,7,5,1,1,0.1428571428571428,0.7142857142857143,0.2857142857142857,0.1428571428571428,7.4,Recent,0,Senior,0,0,-0.5455430545556843,-0.5973676646603843,2,Fast-track Performers
42,0,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,No,19,3,1,0,16,3,3,1,0,0,0,0.0,0.0,3.0,0.0,11.9,Recent,0,Early,0,0,-3.475810627293924,0.6603854603516077,2,Fast-track Performers
29,0,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2,0.1,0.7,0.2,0.2,9.5,Recent,0,Senior,0,0,0.05675102116662388,0.47965837611248835,2,Fast-track Performers
38,0,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,1,7,2,4,7,6,5,0,0.7142857142857143,0.8571428571428571,0.2857142857142857,0.0,3.3000000000000007,Delayed,0,Senior,1,0,0.5955138082655361,-2.186961071741631,1,Fast-track Performers
28,0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,8.4,Recent,0,Mid,0,0,-1.4526712282056367,-0.6068142791167787,2,Fast-track Performers
18,1,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,No,12,3,4,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,6.2,Recent,1,Early,0,0,-2.179124489320518,-0.9877730310767155,2,Fast-track Performers
33,1,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3,0.0,0.4,0.6,0.6,11.7,Recent,0,Mid,0,0,-1.1799029905160265,0.6607151873282956,2,Fast-track Performers
41,0,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0,0.0,0.0,4.0,0.0,10.1,Recent,0,Early,0,0,-3.917176370432947,0.08969516683177425,2,Fast-track Performers
31,1,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,No,12,3,3,1,2,5,2,2,2,2,2,1.0,1.0,2.5,1.0,9.2,Moderate,0,Early,0,0,-0.6589300637304335,-2.1292395542872193,2,Fast-track Performers
37,0,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,2,9,2,3,6,2,1,3,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.5,9.3,Recent,0,Mid,0,0,-0.6861132181235227,0.03082818788809194,2,Fast-track Performers
27,0,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,No,13,3,3,1,4,0,3,4,2,2,2,0.5,0.5,0.0,0.5,4.3,Moderate,1,Mid,0,0,-0.08769291149601566,-2.186948446800234,2,Fast-track Performers
34,0,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,No,20,4,1,0,6,3,2,6,5,1,3,0.1666666666666666,0.8333333333333334,0.5,0.5,12.0,Recent,0,Mid,0,0,-0.3093622372669571,0.4200032421796642,2,Fast-track Performers
35,0,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,No,17,3,2,0,6,2,1,5,4,1,4,0.2,0.8,0.4,0.8,7.699999999999999,Recent,0,Mid,0,0,0.03858671825113558,-1.009432945969971,2,Fast-track Performers
29,1,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,No,13,3,1,1,11,3,1,11,8,3,10,0.2727272727272727,0.7272727272727273,0.2727272727272727,0.9090909090909092,10.3,Moderate,0,Senior,0,1,2.0488474760429636,1.0093740118909675,1,Stable Contributors
40,0,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,No,17,3,3,0,20,3,2,18,7,2,13,0.1111111111111111,0.3888888888888889,0.1666666666666666,0.7222222222222222,11.7,Moderate,0,Veteran,0,1,2.076987225859069,2.2716360763584516,1,Stable Contributors
42,1,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14,0.6190476190476191,0.4285714285714285,0.0952380952380952,0.6666666666666666,1.1999999999999993,Critical,0,Veteran,1,1,5.265913363965285,0.08932842487751326,1,Stable Contributors
42,0,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5,0.1666666666666666,0.6666666666666666,0.5,0.8333333333333334,10.3,Recent,0,Mid,0,0,0.04020851691485478,0.16313844504477829,2,Fast-track Performers
35,0,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7,0.125,0.0,0.25,0.875,7.199999999999999,Recent,0,Senior,0,0,-0.34147176661614015,-0.3940105066525992,2,Fast-track Performers
24,0,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,4,0,6,2,3,4,3,1,2,0.25,0.75,0.5,0.5,9.2,Recent,0,Mid,0,0,-0.7133444348730458,-0.8875818021608496,2,Fast-track Performers
28,1,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0,0.0,1.0,4.0,0.0,10.1,Recent,0,Early,0,0,-3.121414441297531,-0.475203668744819,2,Fast-track Performers
26,0,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,1,8,2,3,8,7,0,7,0.0,0.875,0.25,0.875,10.2,Recent,0,Senior,0,1,0.6362465896751838,0.06921343654304524,1,Stable Contributors
30,0,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,No,18,3,1,1,10,3,3,10,3,1,4,0.1,0.3,0.3,0.4,10.8,Recent,0,Senior,0,0,-0.49087403815698,0.8861284535734306,2,Fast-track Performers
40,0,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0,0.0,1.0,3.0,0.0,11.3,Recent,0,Early,0,0,-2.636890801525321,0.006731919776363902,2,Fast-track Performers
35,0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4,0.8571428571428571,1.0,0.2857142857142857,0.5714285714285714,6.800000000000001,Delayed,0,Senior,1,1,1.9920641614684547,-1.1846632417442697,1,Stable Contributors
34,0,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,No,20,4,3,0,14,3,3,13,9,4,9,0.3076923076923077,0.6923076923076923,0.2307692307692307,0.6923076923076923,9.0,Delayed,0,Senior,0,1,2.063885307452902,0.536915773926574,1,Stable Contributors
35,0,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2,1.0,1.0,1.0,1.0,6.300000000000001,Moderate,0,Early,0,0,0.20682849560713906,-2.9642462454115557,1,Fast-track Performers
43,1,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,No,13,3,2,0,7,2,2,4,3,1,3,0.25,0.75,0.5,0.75,9.3,Recent,0,Mid,0,0,-0.2459448253285054,-0.5283842949829076,2,Fast-track Performers
32,0,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0,0.0,0.0,3.0,0.0,9.2,Recent,0,Early,0,0,-3.472037048837586,-0.15564504549866987,2,Fast-track Performers
56,0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2,0.8,0.4,0.4,0.4,12.3,Delayed,0,Mid,0,0,0.21415771711062687,0.6257075499156473,2,Fast-track Performers
29,0,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,1,10,5,3,10,8,0,8,0.0,0.8,0.5,0.8,11.3,Recent,0,Senior,0,1,0.556940747174413,0.9881549485659744,1,Stable Contributors
19,0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,No,25,4,3,0,1,4,3,1,1,0,0,0.0,1.0,4.0,0.0,12.5,Recent,0,Early,0,0,-3.294046027830279,-0.12018484875021651,2,Fast-track Performers
45,0,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,8.9,Recent,0,Mid,0,0,-1.1474971169447614,-0.6887612504264765,2,Fast-track Performers
37,0,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,No,13,3,2,1,14,2,2,14,8,3,11,0.2142857142857142,0.5714285714285714,0.1428571428571428,0.7857142857142857,7.300000000000001,Moderate,0,Senior,0,1,2.251830794653595,0.4455729126024757,1,Stable Contributors
20,0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,No,12,3,1,0,2,2,2,2,2,1,2,0.5,1.0,1.0,1.0,7.199999999999999,Recent,0,Early,0,0,-0.30019372369410313,-2.106900789084547,2,Fast-track Performers
44,1,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,10.1,Recent,0,Mid,0,0,-1.1563916798738436,0.22886768280669245,2,Fast-track Performers
53,0,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,No,18,3,2,1,26,6,3,7,7,4,7,0.5714285714285714,1.0,0.8571428571428571,1.0,16.8,Delayed,0,Senior,0,1,1.4488878322469725,2.1640208592628056,2,Stable Contributors
29,0,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3,0.2,0.8,0.4,0.6,7.800000000000001,Recent,0,Mid,0,0,-0.21870052274243376,-0.9480322975556723,2,Fast-track Performers
22,1,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0,0.0,0.0,0.0,0.0,11.1,Recent,0,Early,0,0,-2.8201084584097624,0.5294350087972299,2,Fast-track Performers
46,0,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048,24097,8,No,23,4,1,0,28,2,3,26,15,15,9,0.5769230769230769,0.5769230769230769,0.0769230769230769,0.3461538461538461,1.3000000000000007,Critical,0,Veteran,1,1,5.792796083318741,0.41245752989322737,1,Stable Contributors
44,0,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,No,13,3,4,0,6,3,3,0,0,0,0,0.0,0.0,0.0,0.0,9.3,Recent,0,Early,0,0,-2.575223643209581,-0.05378028581937461,2,Fast-track Performers
33,0,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,No,13,3,4,1,5,2,3,5,4,1,4,0.2,0.8,0.4,0.8,7.300000000000001,Recent,0,Mid,0,0,0.06735864933992684,-1.0686027493024044,2,Fast-track Performers
41,1,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,No,17,3,1,1,5,2,1,1,0,0,0,0.0,0.0,2.0,0.0,8.7,Recent,0,Early,0,0,-3.0556696583310163,-0.34181545449668016,2,Fast-track Performers
30,0,Travel_Rarely,1329,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,No,19,3,3,3,8,3,3,4,3,0,3,0.0,0.75,0.75,0.75,11.9,Recent,0,Mid,0,0,-0.8520891159160282,0.388632773641692,2,Fast-track Performers
40,0,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,No,12,3,4,3,5,2,3,0,0,0,0,0.0,0.0,0.0,0.0,10.2,Recent,0,Early,0,0,-2.3918179691160484,0.3375105152246243,2,Fast-track Performers
50,0,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,17856,9490,2,No,22,4,3,1,32,3,3,2,2,2,2,1.0,1.0,1.5,1.0,15.2,Moderate,0,Early,0,0,-0.08109012158740256,-0.2624732488744592,2,Fast-track Performers
28,0,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,No,12,3,3,3,6,2,3,6,5,3,3,0.5,0.8333333333333334,0.3333333333333333,0.5,5.199999999999999,Moderate,0,Mid,0,0,0.5546136265613764,-1.6984854749838367,1,Fast-track Performers
46,0,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,No,11,3,1,1,25,2,3,4,2,0,3,0.0,0.5,0.5,0.75,16.1,Recent,0,Mid,0,0,-0.7288148941403687,2.2176955018480045,2,Fast-track Performers
35,0,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Yes,15,3,4,3,15,2,3,7,7,1,7,0.1428571428571428,1.0,0.2857142857142857,1.0,9.5,Recent,0,Senior,0,1,1.1833366137977437,-0.05216374980907962,1,Stable Contributors
24,1,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,No,13,3,1,1,1,3,1,1,0,0,0,0.0,0.0,3.0,0.0,9.3,Recent,0,Early,0,0,-3.4792300316097835,-0.14085259466556121,2,Fast-track Performers
33,0,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,No,12,3,1,1,10,3,2,10,7,0,1,0.0,0.7,0.3,0.1,11.2,Recent,0,Senior,0,0,-0.5213003339943462,1.0626242714476597,2,Fast-track Performers
36,0,Travel_Rarely,917,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,No,14,3,3,1,7,4,3,7,7,1,7,0.1428571428571428,1.0,0.5714285714285714,1.0,9.4,Recent,0,Senior,0,1,0.792482396591955,-0.17985862151441567,1,Stable Contributors
30,0,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,No,13,3,1,3,10,4,2,10,7,8,9,0.8,0.7,0.4,0.9,4.300000000000001,Critical,0,Senior,1,1,2.8114033751076253,-1.2253690686025784,1,Stable Contributors
44,0,Travel_Rarely,200,Research & Development,29,4,Other,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,No,25,4,2,0,20,3,3,20,11,13,17,0.65,0.55,0.15,0.85,0.5,Critical,0,Veteran,1,1,5.592828333767715,-0.6888498444022264,1,Stable Contributors
20,0,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,No,17,3,4,0,2,2,3,2,1,2,2,1.0,0.5,1.0,1.0,6.699999999999999,Moderate,0,Early,0,0,-0.27673818660690436,-2.646919814078544,1,Fast-track Performers
46,0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,No,11,3,3,1,12,3,2,6,3,1,4,0.1666666666666666,0.5,0.5,0.6666666666666666,10.1,Recent,0,Mid,0,0,-0.4002754897456882,0.2167428442894353,2,Fast-track Performers
42,0,Non-Travel,179,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,No,16,3,1,1,10,3,4,4,3,0,3,0.0,0.75,0.75,0.75,11.6,Recent,0,Mid,0,0,-0.8305101675994346,0.3442554211423666,2,Fast-track Performers
60,0,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Yes,18,3,2,1,12,3,3,11,7,1,9,0.0909090909090909,0.6363636363636364,0.2727272727272727,0.8181818181818182,10.8,Recent,0,Senior,0,1,1.1149459421572208,1.0045206504825321,1,Stable Contributors
32,0,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,No,20,4,3,1,2,2,3,2,2,2,2,1.0,1.0,1.0,1.0,8.0,Moderate,0,Early,0,0,0.08454778847977583,-2.7127745812487127,1,Fast-track Performers
32,0,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Yes,14,3,4,0,10,2,3,8,7,0,7,0.0,0.875,0.25,0.875,10.4,Recent,0,Senior,0,1,0.8122975805237918,0.515432671565612,1,Stable Contributors
36,0,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Yes,21,4,3,1,17,2,3,7,7,7,7,1.0,1.0,0.2857142857142857,1.0,7.1,Critical,0,Senior,1,1,2.8155023143447475,-1.4326104900119792,1,Stable Contributors
33,0,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,No,13,3,2,1,15,5,3,14,10,4,10,0.2857142857142857,0.7142857142857143,0.3571428571428571,0.7142857142857143,7.300000000000001,Delayed,0,Senior,0,1,2.14705664978242,0.3411370776956605,1,Stable Contributors
40,0,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,No,12,3,2,1,7,2,4,5,1,1,3,0.2,0.2,0.4,0.6,9.2,Recent,0,Mid,0,0,-0.8796086581176615,-0.1019697421708966,2,Fast-track Performers
25,0,Travel_Rarely,1356,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,No,14,3,2,0,5,4,3,4,3,1,1,0.25,0.75,1.0,0.25,11.4,Recent,0,Mid,0,0,-1.2420683176903842,0.22053318866712604,2,Fast-track Performers
30,0,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Yes,21,4,1,1,12,2,3,11,9,5,7,0.4545454545454545,0.8181818181818182,0.1818181818181818,0.6363636363636364,5.1,Delayed,0,Senior,1,1,2.1334358765734676,-1.1223596327143532,1,Stable Contributors
42,0,Travel_Frequently,458,Research & Development,26,5,Medical,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,Yes,17,3,3,0,20,6,3,1,0,0,0,0.0,0.0,6.0,0.0,16.7,Recent,0,Early,0,0,-4.771844273903159,2.123681898194566,2,Fast-track Performers
35,0,Non-Travel,1212,Sales,8,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Yes,11,3,2,1,16,6,2,13,2,4,12,0.3076923076923077,0.1538461538461538,0.4615384615384615,0.9230769230769232,12.1,Delayed,0,Senior,0,1,1.1185187579264941,1.9164816817257135,1,Stable Contributors
27,0,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,Yes,14,3,4,2,9,3,2,9,7,6,8,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.8888888888888888,3.4000000000000004,Delayed,0,Senior,1,1,2.307888128203289,-1.8059182009710932,1,Stable Contributors
54,0,Travel_Frequently,966,Research & Development,1,4,Life Sciences,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,No,17,3,1,1,33,2,1,5,4,1,4,0.2,0.8,0.4,0.8,11.7,Recent,0,Mid,0,0,0.1317413201492294,0.41553375406706566,2,Fast-track Performers
44,0,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,Female,72,4,1,Research Scientist,4,Married,2011,19982,1,No,13,3,4,1,10,5,3,10,5,7,7,0.7,0.5,0.5,0.7,4.300000000000001,Critical,0,Senior,1,1,1.6191822504301283,-1.2896174081865306,2,Stable Contributors
19,1,Non-Travel,504,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,Yes,25,4,2,0,1,2,4,1,1,0,0,0.0,1.0,2.0,0.0,10.5,Recent,0,Early,0,0,-2.3893814190951623,-0.6404501750773215,2,Fast-track Performers
29,0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,No,15,3,1,3,3,5,3,3,2,1,2,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,10.5,Recent,0,Mid,0,0,-1.4238053535548056,-0.5213302461852439,2,Fast-track Performers
54,0,Travel_Rarely,685,Research & Development,3,3,Life Sciences,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,No,14,3,1,0,36,2,3,10,9,0,9,0.0,0.9,0.2,0.9,14.4,Recent,0,Senior,0,1,1.539187424098568,2.2269484848634593,1,Stable Contributors
31,0,Travel_Rarely,1332,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Yes,12,3,4,0,6,2,2,6,5,0,1,0.0,0.8333333333333334,0.3333333333333333,0.1666666666666666,10.2,Recent,0,Mid,0,0,-0.7500743169219803,0.3346314207125208,2,Fast-track Performers
31,0,Travel_Rarely,1062,Research & Development,24,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,No,19,3,2,0,10,2,3,10,9,1,8,0.1,0.9,0.2,0.8,9.9,Recent,0,Senior,0,1,1.483850124411944,0.5411062232421674,1,Stable Contributors
59,0,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,No,17,3,4,0,13,2,3,6,1,0,5,0.0,0.1666666666666666,0.3333333333333333,0.8333333333333334,10.7,Recent,0,Mid,0,0,-0.786425734911025,0.5051310548337808,2,Fast-track Performers
43,0,Travel_Rarely,920,Research & Development,3,3,Life Sciences,3,Male,96,1,5,Research Director,4,Married,19740,18625,3,No,14,3,2,1,25,2,3,8,7,0,7,0.0,0.875,0.25,0.875,16.4,Recent,0,Senior,0,1,0.9520294833709326,2.652882721621167,2,Stable Contributors
49,0,Travel_Rarely,1098,Research & Development,4,2,Medical,1,Male,85,2,5,Manager,3,Married,18711,12124,2,No,13,3,3,1,23,2,4,1,0,0,0,0.0,0.0,2.0,0.0,16.3,Recent,0,Early,0,0,-2.8405885234460375,2.44894814224496,2,Fast-track Performers
36,0,Travel_Frequently,469,Research & Development,3,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,No,12,3,3,0,12,2,2,11,10,0,7,0.0,0.9090909090909092,0.1818181818181818,0.6363636363636364,8.2,Recent,0,Senior,0,1,1.1965261833694119,0.1788339278369444,1,Stable Contributors
48,0,Travel_Rarely,969,Research & Development,2,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,No,11,3,3,0,7,4,2,1,0,0,0,0.0,0.0,4.0,0.0,10.1,Recent,0,Early,0,0,-3.917176370432947,0.08969516683177425,2,Fast-track Performers
27,0,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3208,1,No,11,3,2,3,5,2,3,5,3,0,3,0.0,0.6,0.4,0.6,8.1,Recent,0,Mid,0,0,-0.7389331773413904,-0.5117807822896819,2,Fast-track Performers
29,0,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Yes,11,3,2,2,6,2,3,6,0,1,0,0.1666666666666666,0.0,0.3333333333333333,0.0,9.1,Recent,0,Mid,0,0,-1.808853870075467,0.19714936600459526,2,Fast-track Performers
48,0,Travel_Rarely,715,Research & Development,1,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,18265,8733,6,No,12,3,3,0,25,3,4,1,0,0,0,0.0,0.0,3.0,0.0,17.2,Recent,0,Early,0,0,-3.2857278450413983,2.6942883545754035,2,Fast-track Performers
